species,url,cacheSha256,hasFormDataSection
"Farfetch'd","https://bulbapedia.bulbagarden.net/wiki/Farfetch'd_(Pok%C3%A9mon)","e2c1069bad63132717a05baaabac7ba54cdb73a6153c60b21ad1d066992b7e73","false"
"Eiscue","https://bulbapedia.bulbagarden.net/wiki/Eiscue_(Pok%C3%A9mon)","13d98f90068b687f51e1e8be65a1fc708b28ce31e9e820c2c71edfb28ef2ea2f","true"
"Cinderace","https://bulbapedia.bulbagarden.net/wiki/Cinderace_(Pok%C3%A9mon)","9fc63f7e17d2a63546354755c3b7821dbe83fc4944a147bdd25cc680dcf8b967","true"
"Calyrex","https://bulbapedia.bulbagarden.net/wiki/Calyrex_(Pok%C3%A9mon)","d7945a2802b5681a24da5797855cdd127cb84fb7dd7b47561b5c03cbe760f324","true"
"Glalie","https://bulbapedia.bulbagarden.net/wiki/Glalie_(Pok%C3%A9mon)","9df43f481a3f76b905b04dde805f1ba0a2a9da3c6eba837ea477211b05ed14a6","true"
"Weavile","https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon)","b6ac7d50e3ea4729041066e22709e8a6926f633aee8ec6f5a9004478a98685a7","false"
"Bibarel","https://bulbapedia.bulbagarden.net/wiki/Bibarel_(Pok%C3%A9mon)","541cf85bc51dfdff706a4f532a56862c0eae3b34f2c43631bf2ee2ad2b82f4b6","false"
"Roserade","https://bulbapedia.bulbagarden.net/wiki/Roserade_(Pok%C3%A9mon)","d4de9df6ec284583cc9e6e3911f5580bf7eaa7b29ebcc52bcb0ffd6dbb83f8ad","false"
"Hypno","https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon)","efdb8b701b3f3998541f667b82211520005f3d7f769988f4d8e16f030b2dd9f2","false"
"Thundurus","https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon)","129750c276b92d5f2122f92ade8010e2ed094d6d3cdb353afe4d9e57afea01e9","true"
"Jellicent","https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon)","5e4ab83c5d027fff23fa26db5cbe954a61966f622bea773a7b3fadffbe0f40b1","false"
"Sudowoodo","https://bulbapedia.bulbagarden.net/wiki/Sudowoodo_(Pok%C3%A9mon)","1fb9f242bc2cd8bf8eaf6efaeaf87257492e5e6f022eeb817acfe01b275dc1ee","false"
"Zubat","https://bulbapedia.bulbagarden.net/wiki/Zubat_(Pok%C3%A9mon)","ca6baf417ad48946f150ad14fd3114f680ae35cc03bc160b7d3547010778de07","false"
"Manectric","https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon)","a553df06f1bad26b9363c04167be8bc6315f13e0d4401ade4469f192f711c265","true"
"Quagsire","https://bulbapedia.bulbagarden.net/wiki/Quagsire_(Pok%C3%A9mon)","954eecb989bf52afa4571d9c9a420492cf57eed47ae0dfef9fe6098282819d41","false"
"Snover","https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon)","566ad124af9ba5c5ef118eb61953f6240c781ac62e5d21c9166e101c6666d657","false"
"Palkia","https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon)","fb7ac8660e07c1bb2dd7524dfd1606ca49d7eb2b45674841dcd01e6444106319","true"
"Chandelure","https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon)","866434e878aa4faba62bd751570b9e450620fde17545895dc12cb38847ee593c","true"
"Latios","https://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon)","bfe55aadb1b252acede1e15d774fbb21bc6f68d6a0f58c474aef927126807940","true"
"Basculegion","https://bulbapedia.bulbagarden.net/wiki/Basculegion_(Pok%C3%A9mon)","52cfa445799e49cdfe48a433ce26d28ab6f405986cf8d056aff71873b8a909ee","false"
"Clefable","https://bulbapedia.bulbagarden.net/wiki/Clefable_(Pok%C3%A9mon)","6cc71b3739c8554179a8618e7d6f70bda144b813d07fa7f6d2765dcd85cb9c54","true"
"Zygarde","https://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon)","ebbd5018d7701fd7c9dde19c893f1dc9270cf94e862fbdd53577c5e14b918fd9","true"
"Groudon","https://bulbapedia.bulbagarden.net/wiki/Groudon_(Pok%C3%A9mon)","d7673a4e6b1b38bfebe4d22647994da0e7af42de7ce398ff9aaba052f09a1b64","true"
"Venusaur","https://bulbapedia.bulbagarden.net/wiki/Venusaur_(Pok%C3%A9mon)","bfbc660ca531036c266147716e59a8ca7396a6774a241e18c0721493bf2dfc3a","true"
"Pyroar","https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon)","d6a8de954f4399aa5447791a6b54b62c609908f027a1bd7ee7799bc8d5201aaa","true"
"Ambipom","https://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pok%C3%A9mon)","311efa5be50eb4c6c1e4233649057e9ddaba703c9b22f75e8cbeb25df2f31812","false"
"Banette","https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon)","58a2da6af91658bc5500096c9b6f4266fdd1355f65421c1e380e89a7365b854c","true"
"Meganium","https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon)","5778aac175d313fe3a0ce7e1c2865a4596ec6d58754d0708ec4439ee100b0028","true"
"Ursaring","https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon)","350367e32b1c903ef885311012f4533b6e153b56fa7942f1f49daf67608fb7ff","false"
"Golisopod","https://bulbapedia.bulbagarden.net/wiki/Golisopod_(Pok%C3%A9mon)","400f8cd85d66c552e39c201719df30067a0fdb1d4f17175a23bb0c7e95a6307f","true"
"Snorlax","https://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pok%C3%A9mon)","19e2032bdf1d1114e6ba14add353e75242984d550e7274f934bd196d59c1ace7","true"
"Enamorus","https://bulbapedia.bulbagarden.net/wiki/Enamorus_(Pok%C3%A9mon)","c19c830749b1e5f9400b945f6854610a653280151770832dc76d0d0e09519b2d","true"
"Aegislash","https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)","ff35dcf5b76fbfbe4e1910d5b5b87b0d5fbd062d86efd41f38cd1fb519133fb3","true"
"Gimmighoul","https://bulbapedia.bulbagarden.net/wiki/Gimmighoul_(Pok%C3%A9mon)","33f8a8c18c8ee3a66e411303f22b48523671d3e313f3bd29c8d35dfa5f598e82","true"
"Swampert","https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon)","c1095e789b664a2b4aafe5fefc7a8bade306bbdfb0c121e7648f07b7651f3e66","true"
"Keldeo","https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon)","49e200ed5cf9be4f7bfde5ffe5cb8aa517cbad4bfbf65fbe10290b925ea47aa2","true"
"Raichu","https://bulbapedia.bulbagarden.net/wiki/Raichu_(Pok%C3%A9mon)","371ec8aff41c2cb8992cc3c39666661991a3e24028f3abbf8489654000113562","true"
"Mr. Mime","https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon)","57567bebd02d1836b2a072f740dba188d50cfd0958df65d34546cec61a62dc3d","false"
"Lopunny","https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon)","bd8f9d4a02b4d0f529ccce524cc5b20e482abfc09df1eb345f037c75db336dcc","true"
"Deerling","https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon)","65db51820d1a617eba2ca5cfa7d49f8f96e7d3a9996a2f720b3829e7c0c837ba","true"
"Audino","https://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon)","b82f29206cb1eee7fe13270ff35f87373a5cc48f159f5e61e600865052af9c52","true"
"Sinistcha","https://bulbapedia.bulbagarden.net/wiki/Sinistcha_(Pok%C3%A9mon)","168a8f167325a4f523a0606f7bdb5ac5bf3f170a3056c91a812cb28ba69dd027","true"
"Gengar","https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon)","3b637b7d7143683bd6a9f5c9903151c095a2312b9a7878eaf63a544fe35064a9","true"
"Gloom","https://bulbapedia.bulbagarden.net/wiki/Gloom_(Pok%C3%A9mon)","67b23cd16769473aaa49d248e54801c3daf8f52b3762cd8eaf6edcad4dd13fd0","false"
"Zeraora","https://bulbapedia.bulbagarden.net/wiki/Zeraora_(Pok%C3%A9mon)","2d54ef550960b02d69b89f14b0749db7d79e1d2900b489d9cfe002e1ecb816d0","true"
"Combee","https://bulbapedia.bulbagarden.net/wiki/Combee_(Pok%C3%A9mon)","680cdae7dee7302c68382c7600428c2f4d533034b7baca5d47abc12e1c20f11b","false"
"Typhlosion","https://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon)","d099937849b1be5e1e08a90460b72ae5ec73413639541ce40f0d0136219ce276","false"
"Golurk","https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon)","77780f4c020b3da5c5cd95f9ca72dfb93c049b125f8cef4a39349de20564865a","true"
"Emboar","https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon)","942269e1224858c4a3b361687fa5337af92abadf5694d336a721cc61c62f0d9a","true"
"Scizor","https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon)","0b0d7219049a5d10091983c029853f1171eb840e2db09c04fc265b5d60de63f4","true"
"Voltorb","https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon)","d1e026f8839154d14dfcf33f5a4383cf325b62c61bcc61b4a165980088501c35","false"
"Kricketot","https://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon)","21b60037ae7d89c106148b87f97832674851a3d9c89979fe12bf5eb8bca8b15f","false"
"Grimer","https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon)","f1b2a49f60b871d981bf4a6e04895bbd5b0d8a62ae4d7f0e96459acc6a8096d0","false"
"Zacian","https://bulbapedia.bulbagarden.net/wiki/Zacian_(Pok%C3%A9mon)","1067644b550d170c4087b3a537ee48395d543c2e5bb31e09452d54f8cfe905a0","true"
"Luxio","https://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon)","60aa71e15b292be4b19a46fce0931a88580583a6477a8dc10237dbf6ec740569","false"
"Lycanroc","https://bulbapedia.bulbagarden.net/wiki/Lycanroc_(Pok%C3%A9mon)","78f1540878a9421887c543f263525d0c5e38b0941618b3c6d02142ba27ad44b5","true"
"Decidueye","https://bulbapedia.bulbagarden.net/wiki/Decidueye_(Pok%C3%A9mon)","f3c722381eedaa351ac5cd89cd55c260e702184c14a5b733e4eb854d856d5d04","false"
"Staravia","https://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon)","ec5b250b6ca1d11c6da54b570c7ef29865018f6a3a595fec3c7f70c336122f7d","false"
"Electrode","https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon)","d776abe65aa631459bd49a41b4d32fa4037ad44f49a85c34b63b49297b3885f6","false"
"Blastoise","https://bulbapedia.bulbagarden.net/wiki/Blastoise_(Pok%C3%A9mon)","75d907a085a4c39b6bd0e228fade80ff806790139d26ff6c7715efda257f49a1","true"
"Scolipede","https://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon)","78f50b9d010290f69b0fc88c95fbcd1ee61d546e76b6495b7c8b3e2991bb98af","true"
"Crabominable","https://bulbapedia.bulbagarden.net/wiki/Crabominable_(Pok%C3%A9mon)","933c0ad2659ed746b85dcb52a00fe2700efa6df7d3d32c759d78ae24f07e4279","true"
"Urshifu","https://bulbapedia.bulbagarden.net/wiki/Urshifu_(Pok%C3%A9mon)","30e40c4ebe51bc15d70fe49b85456f64c81930681f5f75095e57232fad4ca0a6","true"
"Seaking","https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon)","f92a1e5050080f044c2d9501ac9d3e6048725030954b4f79234fefe4f4eef2da","false"
"Lumineon","https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon)","fdcab85292df0a464ca6ace532217e1806dc70da3236494694bf74e4bcba0f57","false"
"Ledyba","https://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon)","bb8c601709e63576a836320c135ae1725d405f9cfb138d43243042240f4e4fc1","false"
"Shiftry","https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon)","eb70584638359968dcb8354001186342748123961cdcb4bf99111ec941e3f4ab","false"
"Wooper","https://bulbapedia.bulbagarden.net/wiki/Wooper_(Pok%C3%A9mon)","c40acc3e0b4e6d94a683cf2e6ff11fc02db886ff4e58a529cd62a24ca4e69fa8","false"
"Unfezant","https://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon)","0b70f6fa9db40a5dd9d2b1f76103fee55f29d3bf351cadaafaf6d29ec8f6b913","false"
"Zamazenta","https://bulbapedia.bulbagarden.net/wiki/Zamazenta_(Pok%C3%A9mon)","96491a8156de2ed84f133b7e7c67ee533ed7a435011ef4237335dc8350155dc8","true"
"Lucario","https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon)","9a4cbb8e73234e80584c8546f326e34ed9313427248e709c8ad70d5b13b08139","true"
"Garbodor","https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon)","989625a94d73bd90f1f97e849e6b76632603a8916b866045ce1db94cf536825d","true"
"Giratina","https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon)","0bed28368b59d4ec96150fd42205b6336f72c576a6311b71f254dc16cdc2a2bc","true"
"Garchomp","https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon)","d9ab19dcc7d4851035bbbf486484c055ea64f83188a1dea5b6a2ebd2d23e74ab","true"
"Copperajah","https://bulbapedia.bulbagarden.net/wiki/Copperajah_(Pok%C3%A9mon)","db3ee38e9ab9b94ec7d1387f89d34612f47bc2f6350d9fa689557b8d4eba866a","true"
"Chesnaught","https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon)","83182f0d5b12ec06010751b33341ff6a2bfacc41dd9062184034a2ada9749dab","true"
"Combusken","https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon)","bfd78cd4377ce35af3bec8a0109a8f2dba36224ae0c9ba4fd6c97e87b685533c","false"
"Squawkabilly","https://bulbapedia.bulbagarden.net/wiki/Squawkabilly_(Pok%C3%A9mon)","2a810794f48158c07bc21f72ec025c3ec79d59fcfeef65c5e186deae23598e4c","true"
"Samurott","https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon)","14ca67c55de1ddf5c374cd544c3ff333897669926a53f42dd900383abbb6a38a","false"
"Vileplume","https://bulbapedia.bulbagarden.net/wiki/Vileplume_(Pok%C3%A9mon)","445cdb61f9fee3cd7e94ce0c4d6d669332344f196278ed59a9ab0b69f4361fc9","false"
"Rhyhorn","https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon)","09f781eb4b659a84f2a3606f7df716a8b2ff2b5459ec96736350359eed98f57e","false"
"Sawsbuck","https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon)","e1ac01c2f5d1569ad202b23c9e158da6e0171d76eba805043204da715176687c","true"
"Kadabra","https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon)","cc8830861b0120e2aa5c32181a7c0a52b812c27f7172c13e7f1f89a662486c8c","false"
"Aipom","https://bulbapedia.bulbagarden.net/wiki/Aipom_(Pok%C3%A9mon)","ea824d366e3916bd958546de9a082098199e51664f05bfbca0630e317ee6b9fa","false"
"Medicham","https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon)","1d92a0fe5a147bdd35829309ad98c42d7116be4eee166484d21c40a01eaa0c38","true"
"Charizard","https://bulbapedia.bulbagarden.net/wiki/Charizard_(Pok%C3%A9mon)","1fc2042b3b442993ce323fed64834116deefe19e7fd05f0f3b6fd814e3ebc46c","true"
"Meowstic","https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)","b15f42ac4fa51d5d60a05b583f123a6badec010d76872d8c0a0fa286e7d18e4d","true"
"Genesect","https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon)","2d276e23bffce67da82321c4d6f19e48d9f5933eb2b512f2619b8810fa52959e","true"
"Sliggoo","https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon)","3cbb87dfc5f308f2f9da47ff86f86d0896fb009d334780c4b60339a1610f781d","false"
"Gardevoir","https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon)","d888a7e4e757857d03e15cf2663af872ec35d62848d42f66fee098523bbaa023","true"
"Wobbuffet","https://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon)","73bbe6747ff6dde18d8d2a6d262b847af63c3c1174159959ef2395d2475ff444","false"
"Zoroark","https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon)","a4c7e64d8313c0f5741e8a40074de54402d8ace4e571820b5b522d9664e727ed","false"
"Starmie","https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon)","545cb101fad43de2c4539c7fd09a67b33ac726fa8a70dbab7e99d0a0f92e1091","true"
"Slowking","https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon)","6d17a12a08580773011998598c4913f46817832f0ee90af1226a9d51adc8ceaa","false"
"Dragonite","https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon)","371014a881d7cdb33daeb4f3faf055699c42e5a84ff2965319286cb7b81d54eb","true"
"Braviary","https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon)","459c44ad161fac69512b5276502ce2996f812aa67c608b254fc402ec75bbf286","false"
"Milotic","https://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon)","2dc6111af08d6ec96f55c9303b0a51ebed0b2d89b0d8251ae8196896ab2525a8","false"
"Pumpkaboo","https://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon)","155e7f5fbd3fa3d32a2be4182b8a524d25d2066867bd2b9e4d5c918d87abaafe","true"
"Excadrill","https://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon)","bcca3b57e6f3178107415ccbd40ca61733796e4d9c2b55e4e408570b6ffbfa81","true"
"Sceptile","https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon)","538f8bab1cbc7bcfeb9c2348e89d091f1c826c27d97fbe72019115b3aa5185bf","true"
"Pidgeot","https://bulbapedia.bulbagarden.net/wiki/Pidgeot_(Pok%C3%A9mon)","43958111f50a64a72a18ab85a09fb2e9cba3199022a241d73dcdc03f78f1f29a","true"
"Scrafty","https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon)","91ea64b6577385e26ea6ce2e8be87ee685684c58ac0844fcf1fe5b0072f17b30","true"
"Moltres","https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon)","9cd8af8887f96972dba2791a939ae3a2a190df62a53d16d93ff34d3a6fefd15f","false"
"Tornadus","https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon)","333ff760466430da89fc41e12972fdca1ea4fcb9bbef2a4d1bf40db7107afa67","true"
"Dugtrio","https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pok%C3%A9mon)","bac52f8e0129e31ba01b163b8a5b3002d943105365a7c1ae2cc9c00235f6625d","false"
"Grimmsnarl","https://bulbapedia.bulbagarden.net/wiki/Grimmsnarl_(Pok%C3%A9mon)","7e86acea8707b7a9fda317a1d9cc722377295d5d592b6ea2dc87bcb4a9242c9e","true"
"Sableye","https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon)","42638f931ad1a65d2da8c5cf537b14af6b69ccd8c185163089838c73905ca5c8","true"
"Drampa","https://bulbapedia.bulbagarden.net/wiki/Drampa_(Pok%C3%A9mon)","2c8aee394ec19aa6f1801a15f0eaeb82ec4a4e636895255b8e2b44b195992384","true"
"Ludicolo","https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon)","f591201cf741917b49a7e02cfb8b395a0a789eaae626c42f3727d91858b942d3","false"
"Aerodactyl","https://bulbapedia.bulbagarden.net/wiki/Aerodactyl_(Pok%C3%A9mon)","b77e6a5310eaeb5a719830983b4a685c6db62a9082604e238c1bf738a0f4eedb","true"
"Shinx","https://bulbapedia.bulbagarden.net/wiki/Shinx_(Pok%C3%A9mon)","fa50438dd052b2d98c79274ff14002a73b35618eff55d88997a419680ae48887","false"
"Shaymin","https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon)","7600a92ac89c25f1e671347fe785cf7a19be99b04b2089f7ead67f57e784a8d7","true"
"Meditite","https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon)","80c8a93db48aeb90ebfb69705ed9da5461166387aef67b279dea12c0df5582e0","false"
"Landorus","https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon)","28861330fbf7b040d4e8ae2cbc1bfc5d4c2d49e24509ac0e6b96840d488e969d","true"
"Hippowdon","https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon)","25c8839bfcaa4507ae92d4b49322dc5d711658679857b45124342a1a0063bf91","false"
"Tyranitar","https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon)","7a8d2806032cb5b5d2de88a8ff95f2e3c52f30343a716884cc8aa7cc7f1fc8e5","true"
"Gyarados","https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon)","7e7fa132ca197f8f419b63648e0ef18485edc7cb886689355d27e0aea5202cc3","true"
"Furfrou","https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon)","f3fa143d639888d12ed24a0f2e4be07bb08cd910d2167df8c597d197d508cc80","true"
"Malamar","https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon)","76e256db97836183e66529b4cf70aabd0612c4e404b84f5da9d5d3724956d4c9","true"
"Sharpedo","https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon)","7162ed13f333f77b903e20d3b1b5027f5e9586277edd9eca705e0a200cd55d0b","true"
"Toxtricity","https://bulbapedia.bulbagarden.net/wiki/Toxtricity_(Pok%C3%A9mon)","c4210ac9b17d053eb4143a8bfd955b6cad75236ba0d50d8ce60ad63d544e40cb","true"
"Duraludon","https://bulbapedia.bulbagarden.net/wiki/Duraludon_(Pok%C3%A9mon)","f567fe03eb0a94cfd2d093f96b7a6eb12006f8492daac6c20cd276fd0a4f8b6d","true"
"Coalossal","https://bulbapedia.bulbagarden.net/wiki/Coalossal_(Pok%C3%A9mon)","9c6478434ce902e70cc006b4af8e7091b4f910eeb7558cd00a9a6b687349fa18","true"
"Alakazam","https://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pok%C3%A9mon)","ce74ca6e6f1f61db4a5bbf02c46e9995fcb2118264e5657d9fc3548439bb1621","true"
"Rillaboom","https://bulbapedia.bulbagarden.net/wiki/Rillaboom_(Pok%C3%A9mon)","1fcb167178d8191b4da62c53946b6c049947a62166f2c3a370224c5abc5c3a79","true"
"Dustox","https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon)","72b643b07b6913f66e13810930a797491f97bc1c185133e8ce5ded68eb7158f4","false"
"Bidoof","https://bulbapedia.bulbagarden.net/wiki/Bidoof_(Pok%C3%A9mon)","161066bbae1b740276b4df5884a4e250190a5d7bb12594767e5bd802ee5d5125","false"
"Floette","https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon)","b9f811ada4303c65ab86b329381fb407d14b8dbb9afbc98c1146b96470be43cf","true"
"Gible","https://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon)","a3964bf0a0d78b381e32af197cd22b923180a8b7d95ddf160c945ed9d17791ec","false"
"Persian","https://bulbapedia.bulbagarden.net/wiki/Persian_(Pok%C3%A9mon)","d3ae0d672f69cb269e03ce47b3553a37bd21bda2376f3180a14f08cc206a6f87","false"
"Floatzel","https://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon)","0e2b40498a914518b8d5716de8ff533c83f1e1985426a3b009ea6cc7b5dc854a","false"
"Zarude","https://bulbapedia.bulbagarden.net/wiki/Zarude_(Pok%C3%A9mon)","3bc87914285b99264ccc008048c5cd3aa5f0852bb065181cc798821c8ae1629a","true"
"Frillish","https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon)","c26b3d9116d203e823cdf618b9eff259ea7ab9f0fcc89d706889eaf7099933da","false"
"Avalugg","https://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon)","16beae399877adc6fd3670c36d64049eecaf71ca39f476f7ca2aa081e7bc4657","false"
"Indeedee","https://bulbapedia.bulbagarden.net/wiki/Indeedee_(Pok%C3%A9mon)","68e9bc958b999c8e2d7e38c8ac3566f726b89b1b762d4167b1accd218a7122b6","false"
"Diglett","https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pok%C3%A9mon)","4b7809a6f61cfcc06d5a05b5d65369b7a7208f58d918b9e17ed5d034568e9e5a","false"
"Sinistea","https://bulbapedia.bulbagarden.net/wiki/Sinistea_(Pok%C3%A9mon)","a34af50e5816b043021e9d3b8476daabb1f451bd07d6948997cc5b06c3097e05","true"
"Piloswine","https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon)","6af875ac699dd3ab2c9d178c6ce036f4de0350ac817aff60e75601b6f1110d5c","false"
"Croagunk","https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon)","dabfd8e71139ca28ca4d5a319c10f9f6d6555b462b975fcbcd7c12ddc4bb4496","false"
"Ursaluna","https://bulbapedia.bulbagarden.net/wiki/Ursaluna_(Pok%C3%A9mon)","029fea140df8ac237ecf2271172c536631281f6c277c35dc39d0e888f802e8c7","true"
"Maushold","https://bulbapedia.bulbagarden.net/wiki/Maushold_(Pok%C3%A9mon)","81d3825c21e01a4d1b51aea72dfdec7b414d661ac3e775b441bdcd83c57b1edb","true"
"Froslass","https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon)","c72bdd1463129391cc5e0ef9917af32e2f62434cee1055692b452dce92c92987","true"
"Finneon","https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon)","066641a94002fd58ae31d073eb8d79679d17c4644f03a0158be9c745198cc428","false"
"Wormadam","https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon)","9dac276df91586e133e2c243722d264644c69e69dff0a45103a1c2dccb1b86fc","true"
"Numel","https://bulbapedia.bulbagarden.net/wiki/Numel_(Pok%C3%A9mon)","7699fc80249786890be3ad3d78c743a9a71c219a4cea58ec68e6564dbd0324c2","false"
"Politoed","https://bulbapedia.bulbagarden.net/wiki/Politoed_(Pok%C3%A9mon)","fa3630264f9bc03d78b751fc5336c59a2af887407f5a544caaa7e1a2c7995944","false"
"Zapdos","https://bulbapedia.bulbagarden.net/wiki/Zapdos_(Pok%C3%A9mon)","5f209977807376d916835aa24d275398527414ccdfe5b29b0dd48fc8128f77e7","false"
"Buizel","https://bulbapedia.bulbagarden.net/wiki/Buizel_(Pok%C3%A9mon)","d13107fa79c5c90efef484fd905502b0a6ee7c2df5f4f95159be39b62e100bbd","false"
